Pathogen_ID,pathogen,Disease_ID,disease,Phenotype_ID,phenotype,NCIT
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0004864,Refractory sideroblastic anemia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0012156,Hemophagocytosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/MP_0000202,abnormal AP level,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0025177,Peribronchovascular interstitial thickening,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0011955,Hepatic granulomatosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0100826,Nail tumor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0001147,Retinal exudate,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0001955,Unexplained fevers,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0012837,Generalised,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculous,http://purl.obolibrary.org/obo/DOID_9861,Disseminated tuberculosis,http://purl.obolibrary.org/obo/HP_0030830,Crackles,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76370
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0006824,Cranial nerve palsies,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0007041,Chronic lymphocytic meningitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0010827,Abnormality of the facial nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/MP_0011831,abnormal visual contrast sensitivity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0001945,Fever,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0002315,Headache,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0010628,Bell's palsy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0010783,Erythema,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0012229,CSF pleocytosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0012378,Fatigue,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0030319,Decreased facial muscle strength,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0031180,Erythema chronicum migrans,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0031549,Lymphocytoma cutis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0430025,Bilateral facial muscle paralysis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_11729,Lyme borreliosis,http://purl.obolibrary.org/obo/HP_0004885,Episodic difficulty breathing,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0001945,Fever,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0003326,Muscle ache,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0010976,B cell lymphopenia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0025143,Chills,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0025145,Rigors,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0031180,Erythema chronicum migrans,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/MP_0001405,impaired coordination,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0001433,Enlarged liver and spleen,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0003037,Enlarged joints,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0004370,Abnormality of temperature regulation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0005365,Absence of B cells,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_138,Borrelia,http://purl.obolibrary.org/obo/DOID_13034,relapsing fever,http://purl.obolibrary.org/obo/HP_0005901,Chronic recurrent multifocal osteomyelitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86206
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/HP_0012436,Non-occlusive coronary artery disease,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0008765,decreased mast cell degranulation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0008864,abnormal intestinal secretion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0010073,decreased itch response,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0002797,increased thigmotaxis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0002917,decreased synaptic depression,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0003866,abnormal defaecation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0005036,diarrhea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/MP_0008001,hypochlorhydria,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/HP_0002014,Diarrhea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/HP_0000875,Episodic hypertension,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae-asiaticae,http://purl.obolibrary.org/obo/DOID_1498,Cholera due to Vibrio cholerae,http://purl.obolibrary.org/obo/HP_0005208,Secretory diarrhea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86841
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0012387,Bronchitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0012388,Acute bronchitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/MP_0003865,lymph node inflammation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0000388,Middle ear infection,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0030812,Enlarged tonsils,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0031458,Adenoiditis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0040261,Adenoid hypertrophy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0100776,Pharyngitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0100847,Palmoplantar pustules,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0000371,Acute middle ear infection,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0002840,Inflammation of the lymph nodes,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_10456,chronic tonsillitis,http://purl.obolibrary.org/obo/HP_0004821,Hypermature neutrophils,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0010606,Hordeolum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0010607,Hordeolum externum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/MP_0010141,lymphangitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0000282,Facial edema,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0000606,Abnormality of the periorbital region,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0003549,Abnormality of connective tissue,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0031283,Tufted hairs,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0031292,Cutaneous abscess,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0100537,Fasciitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0100539,Periorbital cellulitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0100658,Bacterial infection of skin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_3488,cellulitis,http://purl.obolibrary.org/obo/HP_0001055,Erysipelas,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0002088,Abnormal lung morphology,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/MP_0001861,lung inflammation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0006527,Lymphoid interstitial pneumonia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0011946,Bronchiolitis obliterans,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0006530,Interstitial lung disease,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/MP_0002405,respiratory system inflammation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0002090,Pneumonia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0002206,Pulmonary fibrosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/MP_0001862,interstitial pneumonia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/MP_0002133,abnormal respiratory system physiology,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0011947,Respiratory infection,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1280,staphylococcus aureus,http://purl.obolibrary.org/obo/DOID_552,acute pneumonia,http://purl.obolibrary.org/obo/HP_0002086,Abnormality of the respiratory system,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50921
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0003418,Back pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0007131,Acute demyelinating polyneuropathy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0012311,High blood monocyte number,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0008685,decreased IFN-gamma inducing factor secretion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0011076,increased macrophage NO production,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0011080,increased macrophage apoptosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0013247,necrotic placenta,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0020309,increased ATP:creatine N-phosphotransferase activity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0001655,multifocal hepatic necrosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0001793,altered resistance to infection,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/MP_0002409,decreased susceptibility to infection,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0000711,Restlessness,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0001945,Fever,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
