Drug_ID,PubChem_label,ChEMBL_URI,CHEBI_ID,formula,mass,atcClassification,SMILES,BrandName,CommonName,Disease_ID,drug,Treatment_ID,ChEMBL_ID,Treatment_URI
https://pubchem.ncbi.nlm.nih.gov/compound/100004583,ofloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2237108,,C18H21ClFN3O4,397.83,,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Floxin,ofloxacin,http://purl.obolibrary.org/obo/DOID_7551,ofloxacin,T17,CHEMBL2237108,https://w3id.org/ohboi#T17
https://pubchem.ncbi.nlm.nih.gov/compound/100004583,ofloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2237108,,C18H21ClFN3O4,397.83,,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Floxin,ofloxacin,http://purl.obolibrary.org/obo/DOID_552,ofloxacin,T86,CHEMBL2237108,https://w3id.org/ohboi#T86
https://pubchem.ncbi.nlm.nih.gov/compound/100004583,ofloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2237108,,C18H21ClFN3O4,397.83,,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Floxin,ofloxacin,http://purl.obolibrary.org/obo/DOID_3488,ofloxacin,T106,CHEMBL2237108,https://w3id.org/ohboi#T106
https://pubchem.ncbi.nlm.nih.gov/compound/100004583,ofloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2237108,,C18H21ClFN3O4,397.83,,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Floxin,ofloxacin,http://purl.obolibrary.org/obo/DOID_552,ofloxacin,T124,CHEMBL2237108,https://w3id.org/ohboi#T124
https://pubchem.ncbi.nlm.nih.gov/compound/151601240,demeclocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4583882,,C21H21ClN2O8,464.86,,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,,demeclocycline,http://purl.obolibrary.org/obo/DOID_7551,demeclocycline,T18,CHEMBL4583882,https://w3id.org/ohboi#T18
https://pubchem.ncbi.nlm.nih.gov/compound/151601240,demeclocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4583882,,C21H21ClN2O8,464.86,,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,,demeclocycline,http://purl.obolibrary.org/obo/DOID_13034,demeclocycline,T109,CHEMBL4583882,https://w3id.org/ohboi#T109
https://pubchem.ncbi.nlm.nih.gov/compound/151601240,demeclocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4583882,,C21H21ClN2O8,464.86,,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,,demeclocycline,http://purl.obolibrary.org/obo/DOID_1498,demeclocycline,T113,CHEMBL4583882,https://w3id.org/ohboi#T113
https://pubchem.ncbi.nlm.nih.gov/compound/151601240,demeclocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4583882,,C21H21ClN2O8,464.86,,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,,demeclocycline,http://purl.obolibrary.org/obo/DOID_11573,demeclocycline,T144,CHEMBL4583882,https://w3id.org/ohboi#T144
https://pubchem.ncbi.nlm.nih.gov/compound/100047419,cefuroxime axetil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1095930,http://purl.obolibrary.org/obo/CHEBI_3516,C20H22N4O10S,510.48,,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,,cefuroxime axetil,http://purl.obolibrary.org/obo/DOID_7551,cefuroxime axetil,T24,CHEMBL1095930,https://w3id.org/ohboi#T24
https://pubchem.ncbi.nlm.nih.gov/compound/100047419,cefuroxime axetil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1095930,http://purl.obolibrary.org/obo/CHEBI_3516,C20H22N4O10S,510.48,,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,,cefuroxime axetil,http://purl.obolibrary.org/obo/DOID_10456,cefuroxime axetil,T35,CHEMBL1095930,https://w3id.org/ohboi#T35
https://pubchem.ncbi.nlm.nih.gov/compound/100047419,cefuroxime axetil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1095930,http://purl.obolibrary.org/obo/CHEBI_3516,C20H22N4O10S,510.48,,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,,cefuroxime axetil,http://purl.obolibrary.org/obo/DOID_11729,cefuroxime axetil,T103,CHEMBL1095930,https://w3id.org/ohboi#T103
https://pubchem.ncbi.nlm.nih.gov/compound/100047419,cefuroxime axetil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1095930,http://purl.obolibrary.org/obo/CHEBI_3516,C20H22N4O10S,510.48,,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,,cefuroxime axetil,http://purl.obolibrary.org/obo/DOID_10456,cefuroxime axetil,T106,CHEMBL1095930,https://w3id.org/ohboi#T106
https://pubchem.ncbi.nlm.nih.gov/compound/100005379,gatifloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428581,http://purl.obolibrary.org/obo/CHEBI_53562,C19H22FN3O4,375.4,,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,,gatifloxacin,http://purl.obolibrary.org/obo/DOID_7551,gatifloxacin,T25,CHEMBL428581,https://w3id.org/ohboi#T25
https://pubchem.ncbi.nlm.nih.gov/compound/100005379,gatifloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428581,http://purl.obolibrary.org/obo/CHEBI_53562,C19H22FN3O4,375.4,,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,,gatifloxacin,http://purl.obolibrary.org/obo/DOID_3488,gatifloxacin,T100,CHEMBL428581,https://w3id.org/ohboi#T100
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_7551,minocycline,T26,CHEMBL4576719,https://w3id.org/ohboi#T26
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_10456,minocycline,T50,CHEMBL4576719,https://w3id.org/ohboi#T50
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_552,minocycline,T88,CHEMBL4576719,https://w3id.org/ohboi#T88
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_13034,minocycline,T108,CHEMBL4576719,https://w3id.org/ohboi#T108
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_1498,minocycline,T112,CHEMBL4576719,https://w3id.org/ohboi#T112
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_10456,minocycline,T121,CHEMBL4576719,https://w3id.org/ohboi#T121
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_3488,minocycline,T110,CHEMBL4576719,https://w3id.org/ohboi#T110
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_552,minocycline,T126,CHEMBL4576719,https://w3id.org/ohboi#T126
https://pubchem.ncbi.nlm.nih.gov/compound/126275995,minocycline,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576719,,C23H28ClN3O7,493.94,,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,,minocycline,http://purl.obolibrary.org/obo/DOID_11573,minocycline,T147,CHEMBL4576719,https://w3id.org/ohboi#T147
https://pubchem.ncbi.nlm.nih.gov/compound/100358641,trimethoprim-sulfamethoxazole,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL58061,,C24H29N7O6S,543.61,,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,,trimethoprim-sulfamethoxazole,http://purl.obolibrary.org/obo/DOID_7551,trimethoprim-sulfamethoxazole,T28,CHEMBL58061,https://w3id.org/ohboi#T28
https://pubchem.ncbi.nlm.nih.gov/compound/100358641,trimethoprim-sulfamethoxazole,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL58061,,C24H29N7O6S,543.61,,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,,trimethoprim-sulfamethoxazole,http://purl.obolibrary.org/obo/DOID_552,trimethoprim-sulfamethoxazole,T93,CHEMBL58061,https://w3id.org/ohboi#T93
https://pubchem.ncbi.nlm.nih.gov/compound/100358641,trimethoprim-sulfamethoxazole,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL58061,,C24H29N7O6S,543.61,,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,,trimethoprim-sulfamethoxazole,http://purl.obolibrary.org/obo/DOID_1498,trimethoprim-sulfamethoxazole,T111,CHEMBL58061,https://w3id.org/ohboi#T111
https://pubchem.ncbi.nlm.nih.gov/compound/100358641,trimethoprim-sulfamethoxazole,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL58061,,C24H29N7O6S,543.61,,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,,trimethoprim-sulfamethoxazole,http://purl.obolibrary.org/obo/DOID_552,trimethoprim-sulfamethoxazole,T131,CHEMBL58061,https://w3id.org/ohboi#T131
https://pubchem.ncbi.nlm.nih.gov/compound/100054547,cefpodoxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1672,http://purl.obolibrary.org/obo/CHEBI_3504,C15H17N5O6S2,427.46,J01DD13,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,,cefpodoxime,http://purl.obolibrary.org/obo/DOID_7551,cefpodoxime,T29,CHEMBL1672,https://w3id.org/ohboi#T29
https://pubchem.ncbi.nlm.nih.gov/compound/100054547,cefpodoxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1672,http://purl.obolibrary.org/obo/CHEBI_3504,C15H17N5O6S2,427.46,J01DD13,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,,cefpodoxime,http://purl.obolibrary.org/obo/DOID_10456,cefpodoxime,T36,CHEMBL1672,https://w3id.org/ohboi#T36
https://pubchem.ncbi.nlm.nih.gov/compound/100054547,cefpodoxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1672,http://purl.obolibrary.org/obo/CHEBI_3504,C15H17N5O6S2,427.46,J01DD13,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,,cefpodoxime,http://purl.obolibrary.org/obo/DOID_10456,cefpodoxime,T107,CHEMBL1672,https://w3id.org/ohboi#T107
https://pubchem.ncbi.nlm.nih.gov/compound/100002646,cefprozil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3348819,,C18H21N3O6S,407.45,,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,,cefprozil,http://purl.obolibrary.org/obo/DOID_10456,cefprozil,T30,CHEMBL3348819,https://w3id.org/ohboi#T30
https://pubchem.ncbi.nlm.nih.gov/compound/100002646,cefprozil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3348819,,C18H21N3O6S,407.45,,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,,cefprozil,http://purl.obolibrary.org/obo/DOID_10456,cefprozil,T101,CHEMBL3348819,https://w3id.org/ohboi#T101
https://pubchem.ncbi.nlm.nih.gov/compound/100073658,telithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3348879,,C43H65N5O10,812.02,,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,,telithromycin,http://purl.obolibrary.org/obo/DOID_10456,telithromycin,T31,CHEMBL3348879,https://w3id.org/ohboi#T31
https://pubchem.ncbi.nlm.nih.gov/compound/100073658,telithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3348879,,C43H65N5O10,812.02,,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,,telithromycin,http://purl.obolibrary.org/obo/DOID_10456,telithromycin,T102,CHEMBL3348879,https://w3id.org/ohboi#T102
https://pubchem.ncbi.nlm.nih.gov/compound/100444006,cefditoren,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743,http://purl.obolibrary.org/obo/CHEBI_59343,C19H18N6O5S3,506.59,J01DD16,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,,cefditoren,http://purl.obolibrary.org/obo/DOID_10456,cefditoren,T32,CHEMBL1743,https://w3id.org/ohboi#T32
https://pubchem.ncbi.nlm.nih.gov/compound/100444006,cefditoren,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743,http://purl.obolibrary.org/obo/CHEBI_59343,C19H18N6O5S3,506.59,J01DD16,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,,cefditoren,http://purl.obolibrary.org/obo/DOID_10456,cefditoren,T103,CHEMBL1743,https://w3id.org/ohboi#T103
https://pubchem.ncbi.nlm.nih.gov/compound/100003364,flucloxacillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622855,,C19H17ClFN3O5S,453.88,,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,,flucloxacillin,http://purl.obolibrary.org/obo/DOID_10456,flucloxacillin,T34,CHEMBL1622855,https://w3id.org/ohboi#T34
https://pubchem.ncbi.nlm.nih.gov/compound/100003364,flucloxacillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622855,,C19H17ClFN3O5S,453.88,,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,,flucloxacillin,http://purl.obolibrary.org/obo/DOID_552,flucloxacillin,T82,CHEMBL1622855,https://w3id.org/ohboi#T82
https://pubchem.ncbi.nlm.nih.gov/compound/100003364,flucloxacillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622855,,C19H17ClFN3O5S,453.88,,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,,flucloxacillin,http://purl.obolibrary.org/obo/DOID_10456,flucloxacillin,T105,CHEMBL1622855,https://w3id.org/ohboi#T105
https://pubchem.ncbi.nlm.nih.gov/compound/100003364,flucloxacillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622855,,C19H17ClFN3O5S,453.88,,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,,flucloxacillin,http://purl.obolibrary.org/obo/DOID_3488,flucloxacillin,T105,CHEMBL1622855,https://w3id.org/ohboi#T105
https://pubchem.ncbi.nlm.nih.gov/compound/100003364,flucloxacillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622855,,C19H17ClFN3O5S,453.88,,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,,flucloxacillin,http://purl.obolibrary.org/obo/DOID_552,flucloxacillin,T120,CHEMBL1622855,https://w3id.org/ohboi#T120
https://pubchem.ncbi.nlm.nih.gov/compound/100005106,roxithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3348852,,C41H76N2O15,837.06,,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,,roxithromycin,http://purl.obolibrary.org/obo/DOID_10456,roxithromycin,T38,CHEMBL3348852,https://w3id.org/ohboi#T38
https://pubchem.ncbi.nlm.nih.gov/compound/100005106,roxithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3348852,,C41H76N2O15,837.06,,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,,roxithromycin,http://purl.obolibrary.org/obo/DOID_10456,roxithromycin,T109,CHEMBL3348852,https://w3id.org/ohboi#T109
https://pubchem.ncbi.nlm.nih.gov/compound/100002610,cefadroxil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039310,,C16H17N3O5S,363.39,,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,,cefadroxil,http://purl.obolibrary.org/obo/DOID_10456,cefadroxil,T41,CHEMBL3039310,https://w3id.org/ohboi#T41
https://pubchem.ncbi.nlm.nih.gov/compound/100002610,cefadroxil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039310,,C16H17N3O5S,363.39,,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,,cefadroxil,http://purl.obolibrary.org/obo/DOID_552,cefadroxil,T55,CHEMBL3039310,https://w3id.org/ohboi#T55
https://pubchem.ncbi.nlm.nih.gov/compound/100002610,cefadroxil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039310,,C16H17N3O5S,363.39,,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,,cefadroxil,http://purl.obolibrary.org/obo/DOID_10456,cefadroxil,T112,CHEMBL3039310,https://w3id.org/ohboi#T112
https://pubchem.ncbi.nlm.nih.gov/compound/100002610,cefadroxil,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039310,,C16H17N3O5S,363.39,,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,,cefadroxil,http://purl.obolibrary.org/obo/DOID_552,cefadroxil,T114,CHEMBL3039310,https://w3id.org/ohboi#T114
https://pubchem.ncbi.nlm.nih.gov/compound/100054688,clarithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3937847,,C38H69NO13,747.96,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,,clarithromycin,http://purl.obolibrary.org/obo/DOID_10456,clarithromycin,T44,CHEMBL3937847,https://w3id.org/ohboi#T44
https://pubchem.ncbi.nlm.nih.gov/compound/100054688,clarithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3937847,,C38H69NO13,747.96,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,,clarithromycin,http://purl.obolibrary.org/obo/DOID_552,clarithromycin,T101,CHEMBL3937847,https://w3id.org/ohboi#T101
https://pubchem.ncbi.nlm.nih.gov/compound/100054688,clarithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3937847,,C38H69NO13,747.96,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,,clarithromycin,http://purl.obolibrary.org/obo/DOID_10456,clarithromycin,T115,CHEMBL3937847,https://w3id.org/ohboi#T115
https://pubchem.ncbi.nlm.nih.gov/compound/100054688,clarithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3937847,,C38H69NO13,747.96,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,,clarithromycin,http://purl.obolibrary.org/obo/DOID_3488,clarithromycin,T108,CHEMBL3937847,https://w3id.org/ohboi#T108
https://pubchem.ncbi.nlm.nih.gov/compound/100054688,clarithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3937847,,C38H69NO13,747.96,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,,clarithromycin,http://purl.obolibrary.org/obo/DOID_552,clarithromycin,T139,CHEMBL3937847,https://w3id.org/ohboi#T139
https://pubchem.ncbi.nlm.nih.gov/compound/100003928,lincomycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1405894,,C18H35ClN2O6S,443.01,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,,lincomycin,http://purl.obolibrary.org/obo/DOID_10456,lincomycin,T46,CHEMBL1405894,https://w3id.org/ohboi#T46
https://pubchem.ncbi.nlm.nih.gov/compound/100003928,lincomycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1405894,,C18H35ClN2O6S,443.01,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,,lincomycin,http://purl.obolibrary.org/obo/DOID_552,lincomycin,T79,CHEMBL1405894,https://w3id.org/ohboi#T79
https://pubchem.ncbi.nlm.nih.gov/compound/100003928,lincomycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1405894,,C18H35ClN2O6S,443.01,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,,lincomycin,http://purl.obolibrary.org/obo/DOID_10456,lincomycin,T117,CHEMBL1405894,https://w3id.org/ohboi#T117
https://pubchem.ncbi.nlm.nih.gov/compound/100003928,lincomycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1405894,,C18H35ClN2O6S,443.01,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,,lincomycin,http://purl.obolibrary.org/obo/DOID_3488,lincomycin,T102,CHEMBL1405894,https://w3id.org/ohboi#T102
https://pubchem.ncbi.nlm.nih.gov/compound/100003928,lincomycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1405894,,C18H35ClN2O6S,443.01,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,,lincomycin,http://purl.obolibrary.org/obo/DOID_552,lincomycin,T117,CHEMBL1405894,https://w3id.org/ohboi#T117
https://pubchem.ncbi.nlm.nih.gov/compound/100002609,cefaclor,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1361297,,C15H14ClN3O4S,367.81,,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,,cefaclor,http://purl.obolibrary.org/obo/DOID_10456,cefaclor,T48,CHEMBL1361297,https://w3id.org/ohboi#T48
https://pubchem.ncbi.nlm.nih.gov/compound/100002609,cefaclor,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1361297,,C15H14ClN3O4S,367.81,,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,,cefaclor,http://purl.obolibrary.org/obo/DOID_552,cefaclor,T58,CHEMBL1361297,https://w3id.org/ohboi#T58
https://pubchem.ncbi.nlm.nih.gov/compound/100002609,cefaclor,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1361297,,C15H14ClN3O4S,367.81,,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,,cefaclor,http://purl.obolibrary.org/obo/DOID_10456,cefaclor,T119,CHEMBL1361297,https://w3id.org/ohboi#T119
